2023-01-01	0	己未
2023-01-02	1	庚申
2023-01-03	2	辛酉
2023-01-04	3	壬戌
2023-01-05	4	癸亥
2023-01-06	5	甲子
2023-01-07	6	乙丑
2023-01-08	0	丙寅
2023-01-09	1	丁卯
2023-01-10	2	戊辰
2023-01-11	3	己巳
2023-01-12	4	庚午
2023-01-13	5	辛未
2023-01-14	6	壬申
2023-01-15	0	癸酉
2023-01-16	1	甲戌
2023-01-17	2	乙亥
2023-01-18	3	丙子
2023-01-19	4	丁丑
2023-01-20	5	戊寅
2023-01-21	6	己卯
2023-01-22	0	庚辰
2023-01-23	1	辛巳
2023-01-24	2	壬午
2023-01-25	3	癸未
2023-01-26	4	甲申
2023-01-27	5	乙酉
2023-01-28	6	丙戌
2023-01-29	0	丁亥
2023-01-30	1	戊子
2023-01-31	2	己丑
2023-02-01	3	庚寅
2023-02-02	4	辛卯
2023-02-03	5	壬辰
2023-02-04	6	癸巳
2023-02-05	0	甲午
2023-02-06	1	乙未
2023-02-07	2	丙申
2023-02-08	3	丁酉
2023-02-09	4	戊戌
2023-02-10	5	己亥
2023-02-11	6	庚子
2023-02-12	0	辛丑
2023-02-13	1	壬寅
2023-02-14	2	癸卯
2023-02-15	3	甲辰
2023-02-16	4	乙巳
2023-02-17	5	丙午
2023-02-18	6	丁未
2023-02-19	0	戊申
2023-02-20	1	己酉
2023-02-21	2	庚戌
2023-02-22	3	辛亥
2023-02-23	4	壬子
2023-02-24	5	癸丑
2023-02-25	6	甲寅
2023-02-26	0	乙卯
2023-02-27	1	丙辰
2023-02-28	2	丁巳
2023-03-01	3	戊午
2023-03-02	4	己未
2023-03-03	5	庚申
2023-03-04	6	辛酉
2023-03-05	0	壬戌
2023-03-06	1	癸亥
2023-03-07	2	甲子
2023-03-08	3	乙丑
2023-03-09	4	丙寅
2023-03-10	5	丁卯
2023-03-11	6	戊辰
2023-03-12	0	己巳
2023-03-13	1	庚午
2023-03-14	2	辛未
2023-03-15	3	壬申
